NAME|CATEGORY|CODE|NTID
NYCMNYQODDR|CISCO|10008|NY325-DSL-RTR13
NYCMNYQOEDR|CISCO|10008|NY325-DSL-RTR14
NYCMNYQOFDR|CISCO|10008|NY325-DSL-RTR15
NYCMNYQOGDR|CISCO|10008|NY325-DSL-RTR16
NYCMNYQOHDR|CISCO|10008|NY325-DSL-RTR17
NYCMNYQOIDR|CISCO|10008|NY325-DSL-RTR18
NYCMNYQOJDR|CISCO|10008|NY325-DSL-RTR19
NYCMNYQOKDR|CISCO|10008|NY325-DSL-RTR20
NYCMNYQOLDR|CISCO|10008|NY325-DSL-RTR21
NYCMNYQOMDR|CISCO|10008|NY325-DSL-RTR22
NYCMNYQONDR|CISCO|10008|NY325-DSL-RTR23
NYCMNYQOODR|CISCO|10008|NY325-DSL-RTR24
NYCMNYQOPDR|CISCO|10008|NY325-DSL-RTR25
NYCMNYQOQDR|CISCO|10008|NY325-DSL-RTR26
NYCMNYQORDR|CISCO|10008|NY325-DSL-RTR27
NYCMNYQOSDR|CISCO|10008|NY325-DSL-RTR28
NYCMNYQOTDR|CISCO|10008|NY325-DSL-RTR29
NYCMNYQOUDR|CISCO|10008|NY325-DSL-RTR30
NYCMNYQOVDR|CISCO|10008|NY325-DSL-RTR31
NYCMNYQOWDR|CISCO|10008|NY325-DSL-RTR32
NYCMNYQOXDR|CISCO|10008|NY325-DSL-RTR33
NYCMNYQOYDR|CISCO|10008|NY325-DSL-RTR34
NYCMNYWA00W0444808A|JUNIPER|E320|NYCMNY-VFTTP-255
NYCMNYWS17W|JUNIPER|E320|NYCMNY-VFTTP-161
NYCMNYWS1BB|JUNIPER|M160BASEDC|NY60-BB-RTR1
NYCMNYWS1PR|JUNIPER|M20BASEDC|NY60-PEER-RTR1
NYCMNYWS2BB|JUNIPER|M160BASEDC|NY60-BB-RTR2
NYCMNYWS2BR|CISCO|3640|NY60-RTR12
NYCMNYWS2PR|JUNIPER|M20BASEDC|NY60-PEER-RTR2
NYCMNYWS4BR|CISCO|3640|NY60-RTR13
NYCMNYWS64W03302305A|JUNIPER|E320|NYCMNY-VFTTP-252
NYCQNYBA03W|JUNIPER|E320|NYCMNY-VFTTP-185
NYCQNYBA57W|JUNIPER|E320|NYCMNY-VFTTP-110
NYCQNYFH00W0554102A|JUNIPER|E320|NYCMNY-VFTTP-254
NYCQNYFL00W0223603A|JUNIPER|E320|NYCMNY-VFTTP-217
NYCQNYHS00W|JUNIPER|E320|NYCMNY-VFTTP-175
NYCQNYHS61W0331314A|JUNIPER|E320|NYCMNY-VFTTP-250
NYCQNYJA02W|CISCO|3845|NYCMNY-E911-03
NYCQNYJA03W0449116A|JUNIPER|E320|NYCMNY-VFTTP-251
NYCQNYJA58W|CISCO|3845|NYCMNY-E911-04
NYCQNYJAEG2|JUNIPER|ERX-1440|NYCMNY-NYCQNYJA-ERXG02
NYCQNYJAERXG4|JUNIPER|ERX-1440|NYCMNY-NYCQNYJA-ERXG04
NYCQNYJAERXG8|JUNIPER|ERX-1440|NYCMNY-NYCQNYJA-ERXG08
NYCQNYJAERX|JUNIPER|ERX-1440|NYCMNY-NYCQNYJA-ERXG01
NYCQNYLI01W0220312A|JUNIPER|E320|NYCMNY-VFTTP-208
NYCQNYLI0FW|JUNIPER|ERX-1440|NYCMNY-VFTTP-43
NYCQNYLN-0223609B|CISCO|CRS-3-8 NG LCR|PITBPA-LCR-21
NYCQNYLN03W|JUNIPER|E320|NYCMNY-VFTTP-105
NYCQNYLN04W0223207A|JUNIPER|E320|NYCMNY-VFTTP-243
NYCQNYNJ12W0110401A|JUNIPER|E320|NYCMNY-VFTTP-253
NYCQNYNJ12W3VHO5207A|JUNIPER|MX960|NYC04-VDR-21
NYCQNYNJ12W3VHO5211A|JUNIPER|MX960|NYC04-VDR-22
NYCQNYNJ12WTID3|JUNIPER|MX960|VDR-NYCQNYNJ12WTID3
NYCQNYNJ12WTID4|JUNIPER|MX960|VDR-NYCQNYNJ12WTID4
NYCQNYNJVS0|CISCO|6509|NYC04-VDR-01
NYCQNYNJVS1|CISCO|6509|NYC04-VDR-02
NYCQNYNW01W0220800A|JUNIPER|E320|NYCMNY-VFTTP-235
NYCQNYOP00W0333314A|JUNIPER|E320|NYCMNY-VFTTP-213
NYCRNYND03W|JUNIPER|E320|NYCMNY-VFTTP-114
NYCRNYND05W|JUNIPER|E320|NYCMNY-VFTTP-150
NYCRNYNS56W|JUNIPER|E320|NYCMNY-VFTTP-126
NYCRNYNS58W|JUNIPER|E320|NYCMNY-VFTTP-133
NYCRNYNS60W0336313A|JUNIPER|E320|NYCMNY-VFTTP-262
NYCRNYSS05W|JUNIPER|E320|NYCMNY-VFTTP-140
NYCRNYSS57W|JUNIPER|E320|NYCMNY-VFTTP-98
NYCRNYSS58W0112602A|JUNIPER|E320|NYCMNY-VFTTP-263
NYCRNYWS03W|JUNIPER|E320|NYCMNY-VFTTP-134
NYCRNYWS59W0112505A|JUNIPER|E320|NYCMNY-VFTTP-259
NYCXNYCR09W|JUNIPER|E320|NYCMNY-VFTTP-123
NYCXNYCR10W|JUNIPER|E320|NYCMNY-VFTTP-139
NYCXNYCRERX|JUNIPER|ERX-1440|NYCMNY-NYCXNYCR-ERXG01
NYCXNYHO01W0551907A|JUNIPER|E320|NYCMNY-VFTTP-236
NYCXNYMH00W0223208A|JUNIPER|E320|NYCMNY-VFTTP-198
NYCXNYTR04W|JUNIPER|E320|NYCMNY-VFTTP-169
NYCXNYTR05W|JUNIPER|E320|NYCMNY-VFTTP-170
OCVWDEOC00W0114002A|JUNIPER|E320|PHLAPA-VFTTP-181
ODTNMDON04W|JUNIPER|E320|BLTMMD-VFTTP-43
ODTNMDPO03W|JUNIPER|E320|BLTMMD-VFTTP-16
ODTNMDSC00W|JUNIPER|ERX-1440|ODTNMDSC00W -TRGCTR
OKLDNJ0103W0113401A|JUNIPER|E320|NWRKNJ-VFTTP-144
OKMTPAOA03W0111309A|JUNIPER|E320|PITBPA-VFTTP-42
OLNYILXE04W|CISCO|2811|OLNYIL-E911-01
OLNYILXE05W|CISCO|2811|OLNYIL-E911-02
OLNYMDOK03W|JUNIPER|E320|WASHDC-VFTTP-64
OLNYMDOK0AW|JUNIPER|ERX-1440|WASHDC-VFTTP-50
OLYPPAAH1BR|CISCO|3640|SCR2-RTR10
OLYPPAAH1CR|JUNIPER|M10BASEDC|SCR2-CORE-RTR1
OLYPPAAH1DR|CISCO|10008|SCR2-DSL-RTR1
OLYPPAAH1ER|CISCO|10008|SCR2-EDGE-RTR1
OLYPPAAH1RC|CISCO|6400|SCR2-6400-1
OLYPPAAH2BR|CISCO|3640|SCR2-RTR11
OLYPPAAH2CR|JUNIPER|M10BASEDC|SCR2-CORE-RTR2
OLYPPAAH2DR|CISCO|10008|SCR2-DSL-RTR2
OLYPPAAH3DR|JUNIPER|ERX-1440|OLYPPAAH3DR
OLYPPAAH4DR|JUNIPER|ERX-1440|OLYPPAAH4DR
ORBGNYOB00W|JUNIPER|ERX-1440|NYCMNY-VFTTP-77
ORBGNYOB04W|JUNIPER|E320|NYCMNY-VFTTP-164
ORPKNYST00W|JUNIPER|E320|BFLONY-VFTTP-08
OSNGNYOS00W|JUNIPER|E320|NYCMNY-VFTTP-128
OWMLMDOM07W|JUNIPER|E320|BLTMMD-VFTTP-50
OXFRPAOX00W0110424A|JUNIPER|E320|PHLAPA-VFTTP-143
OYBANYOY00W|JUNIPER|E320|NYCMNY-VFTTP-143
PAMBNJPM00W|JUNIPER|E320|NWRKNJ-VFTTP-114
PAOLPAPA00W|JUNIPER|E320|PHLAPA-VFTTP-82
PAOLPAPA30W0002924A|JUNIPER|E320|PHLAPA-VFTTP-176
PARLMDPA03W|JUNIPER|E320|BLTMMD-VFTTP-44
PCHGNYPH00W0221217A|JUNIPER|E320|NYCMNY-VFTTP-234
PEHLPAPH06W0220500A|JUNIPER|E320|PITBPA-VFTTP-36
PGHKNYFQ1BR|CISCO|3640|PGHK-RTR10
PGHKNYFQ1CR|JUNIPER|M20BASEAC|PGHK-CORE-RTR1
PGHKNYFQ1DR|CISCO|10008|PGHK-DSL-RTR1
PGHKNYFQ1ER|CISCO|7513|PGHK-EDGE-RTR1
PGHKNYFQ1RC|CISCO|6400|PGHK-6400-1
PGHKNYFQ2BR|CISCO|3640|PGHK-RTR11
PGHKNYFQ2CR|JUNIPER|M20BASEAC|PGHK-CORE-RTR2
PGHKNYFQ2ER|CISCO|7513|PGHK-EDGE-RTR2
PGHKNYFQ3ER|CISCO|10008|PGHK-EDGE-RTR3
PGHKNYSH05W|JUNIPER|M40E|PGHKNY-AER-01
PGHKNYSH06W|JUNIPER|M40E|PGHKNY-AER-02
PGHKNYSH0LW-VIS|CISCO|12416|PGHKNY-LCR-02-VIS
PGHKNYSH0LW|CISCO|12416|PGHKNY-LCR-02
PGHKNYSH15W0110212A|JUNIPER|E320|PGHKNY-VFTTP-16
PGHKNYSH15W03302A10A|CISCO|CRS-3-8 NG LCR|PGHKNY-LCR-22
PGHKNYSH15W03305A06A|JUNIPER|MX960|PGHKNY-AER-21
PGHKNYSH15W03305A07A|JUNIPER|MX960|PGHKNY-AER-22
PGHKNYSH15W03306A11A|JUNIPER|MX960|PGHKNYSH15W-MSR-X
PGHKNYSHG01|JUNIPER|ERX-1440|PGHKNY-PGHKNYSH-ERXG01
PGHKNYSHVS0|CISCO|6509|PGHKNY-VAR-01
PGHKNYSP03W0112401A|JUNIPER|E320|PGHKNY-VFTTP-17
PHLAPACH03W|JUNIPER|E320|PHLAPA-VFTTP-99
PHLAPAFG10DR|CISCO|10008|PHIL-DSL-RTR16
PHLAPAFG10F|CISCO|7206-VXR|PHIL-FRSW-RTR1
PHLAPAFG11DR|CISCO|10008|PHIL-DSL-RTR17
PHLAPAFG1BR|CISCO|3640|PHIL-RTR10
PHLAPAFG1CR|JUNIPER|M320|PHIL-CORE-RTR1
PHLAPAFG1DR|CISCO|10008|PHIL-DSL-RTR1
PHLAPAFG1ER|CISCO|10008|PHIL-EDGE-RTR1
PHLAPAFG1GR|CISCO|7513|PHIL-GTE-RTR1
PHLAPAFG1PR|JUNIPER|M40E|PHIL-PEER-RTR1
PHLAPAFG1QR|CISCO|7513|PHIL-QWEST-RTR1
PHLAPAFG1RC|CISCO|6400|PHIL-6400-1
PHLAPAFG2BR|CISCO|3640|PHIL-RTR11
PHLAPAFG2CR|JUNIPER|M320|PHIL-CORE-RTR2
PHLAPAFG2DR|CISCO|10008|PHIL-DSL-RTR2
PHLAPAFG2ER|CISCO|10008|PHIL-EDGE-RTR2
PHLAPAFG2GR|CISCO|7507|PHIL-GTE-RTR2
PHLAPAFG2QR|CISCO|7507|PHIL-QWEST-RTR2
PHLAPAFG3DR|CISCO|10008|PHIL-DSL-RTR3
PHLAPAFG3ER|CISCO|10008|PHIL-EDGE-RTR3
PHLAPAFG3QR|CISCO|12008|PHIL-QWEST-GSR1
PHLAPAFG4DR|CISCO|10008|PHIL-DSL-RTR4
PHLAPAFG5DR|CISCO|10008|PHIL-DSL-RTR5
PHLAPAFG6DR|CISCO|10008|PHIL-DSL-RTR6
PHLAPAFG7DR|CISCO|10008|PHIL-DSL-RTR7
PHLAPAFG8DR|CISCO|10008|PHIL-DSL-RTR8
PHLAPAFG9DR|JUNIPER|ERX-1440|PHLAPAFG9DR
PHLAPAFGADR|CISCO|10008|PHIL-DSL-RTR10
PHLAPAFGBDR|CISCO|10008|PHIL-DSL-RTR11
PHLAPAFGCDR|CISCO|10008|PHIL-DSL-RTR12
PHLAPAFGDDR|CISCO|10008|PHIL-DSL-RTR13
PHLAPAFGEDR|CISCO|10008|PHIL-DSL-RTR14
PHLAPAFGFDR|CISCO|10008|PHIL-DSL-RTR15
PHLAPAGE24W0332610A|JUNIPER|E320|PHLAPA-VFTTP-167
PHLAPAGE24W0332611A|JUNIPER|E320|PHLAPA-VFTTP-168
PHLAPAJE36W0113814A|JUNIPER|E320|PHLAPA-VFTTP-173
PHLAPAJE36W0113815A|JUNIPER|E320|PHLAPA-VFTTP-171
PHLAPAKR01W0222506A|JUNIPER|E320|PHLAPA-VFTTP-178
PHLAPALO04W|CISCO|12416|PHLAPA-LCR-08
PHLAPALO09W0994413A|JUNIPER|E320|PHLAPA-VFTTP-140
PHLAPALO09W10105302A|JUNIPER|MX960|PHLAPALO09W-MSR-X
PHLAPALO0CW|CISCO|12416|PHLAPA-SER-04
PHLAPALO0EW|JUNIPER|ERX-1440|PHLAPA-SER-03
PHLAPALO0LW-VIS|CISCO|12416|PHLAPA-LCR-02-VIS
PHLAPALO0LW|CISCO|12416|PHLAPA-LCR-02
PHLAPALO1LW-VIS|CISCO|12416|PHLAPA-LCR-04-VIS
PHLAPALO1LW|CISCO|12416|PHLAPA-LCR-04
PHLAPALO2SW|CISCO|7206-VXR|PHLAPA-SAA-04
PHLAPALO3SW|CISCO|7206-VXR|PHLAPA-SAA-03
PHLAPALO90W|CISCO|12416|PHLAPA-LCR-06
PHLAPALO93W0994508A|CISCO|CRS-3 LCR|PHLAPA-LCR-22
PHLAPALOSLA|CISCO|7206-VXR|PHLAPA-SAA-01
PHLAPALOVS20994211A|CISCO|6509|PHLAPA-VAR-06
PHLAPAMK09W|JUNIPER|E320|PHLAPA-VFTTP-141
PHLAPAMK0EW|JUNIPER|M40E|PHLAPA-AER-03
PHLAPAMK0FW|JUNIPER|ERX-1440|PHLAPA-FTTP-19
PHLAPAMK1EW|JUNIPER|M40E|PHLAPA-AER-04
PHLAPAMK68W|JUNIPER|ERX-1440|PHLAPA-PHLAPAMK-ERXG01
PHLAPAMK81W0994107A|JUNIPER|MX960|PHLAPA-AER-23
PHLAPAMK81W0994108A|JUNIPER|MX960|PHLAPA-AER-24
PHLAPAMKEG3|JUNIPER|ERX-1440|PHLAPA-PHLAPAMK-ERXG03
PHLAPAMKERX|JUNIPER|ERX-1440|PHLAPA-PHLAPAMK-ERXG02
PHLAPAMKG04|JUNIPER|ERX-1440|PHLAPA-PHLAPAMK-ERXG04
PHLAPAMKG07|JUNIPER|ERX-1440|PHLAPA-PHLAPAMK-ERXG07
PHLAPAMKVMSESW|CISCO|2950|PHLAPA-ISW-01
PHLAPAMKVMSRTR1|CISCO|2621XM|PHLAPA-IAR-01
PHLAPAMKVMSRTR2|CISCO|2621XM|PHLAPA-IAR-02
PHLAPAOE11WTID3|JUNIPER|MX960|PHLAPAOE11W-VDR-3
PHLAPAOE11WTID4|JUNIPER|MX960|PHLAPAOE11W-VDR-4
PHLAPAOEH000121313A|CISCO|7018|PHL02-VDR-102
PHLAPAOEH000121315A|CISCO|7018|PHL02-VDR-101
PHLAPAOEVS0|CISCO|6509|PHL02-VDR-01
PHLAPAOEVS1|CISCO|6509|PHL02-VDR-02
PHLAPAPE04W0220114A|JUNIPER|E320|PHLAPA-VFTTP-172
PHLAPAPI02W0113203A|JUNIPER|E320|PHLAPA-VFTTP-146
PHLAPAPI02W0113204A|JUNIPER|E320|PHLAPA-VFTTP-160
PHLAPAPO01W0110407A|JUNIPER|E320|PHLAPA-VFTTP-159
PHLAPARE01W0114301A|JUNIPER|E320|PHLAPA-VFTTP-161
PHLAPARE01W0114302A|JUNIPER|E320|PHLAPA-VFTTP-151
PHLAPATR00W0225301A|JUNIPER|E320|PHLAPA-VFTTP-179
PHLAPAWV00W0331306A|JUNIPER|E320|PHLAPA-VFTTP-156
PHLAPAWV00W0331307A|JUNIPER|E320|PHLAPA-VFTTP-162
PITBPA-LCR-21-LCC1|CISCO|CRS-3-8 NG LCR|PITBPA-LCR-21-LCC1
PITBPACA05W0220400A|JUNIPER|MX960|PITBPA-VFTTP-305
PITBPACA05W|JUNIPER|E320|PITBPA-VFTTP-24
PITBPADT0LW-VIS|CISCO|12416|PITBPA-LCR-01-VIS
PITBPADT0LW|CISCO|12416|PITBPA-LCR-01
PITBPADT0SW|CISCO|7206-VXR|PITBPA-SAA-01
PITBPADT1EW|JUNIPER|ERX-1440|PITBPA-SER-01
PITBPADT1SW-MEVS-NCD|CISCO|7206-VXR|PITBPA-SAA-05
PITBPADT2EW|JUNIPER|M40E|PITBPADT-M40-00
PITBPADT2SW-IP-NCD|CISCO|7206-VXR|PITBPADT2SW-IP-NCD
PITBPADT3EW|JUNIPER|M40E|PITBPA-AER-02
PITBPADT3SW|CISCO|7206-VXR|PITBPA-SAA-02
PITBPADT91W|CISCO|12416|PITBPA-LCR-03
PITBPADT92W16160403A|JUNIPER|MX960|PITBPADT92W-MSR-X
PITBPADT92W16160801A|JUNIPER|E320|PITBPA-VFTTP-52
PITBPADT99W16160008A|CISCO|12416|PITBPA-SER-04
PITBPADTERXG6|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG06
PITBPADTERXG7|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG07
PITBPADTERX|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG01
PITBPADTG02|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG02
PITBPADTG03|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG03
PITBPADTG04|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG04
PITBPADTG06|JUNIPER|ERX-1440|PITBPA-PITBPADT-ERXG06
PITBPADTVMSESW|CISCO|2950|PITBPA-ISW-01
PITBPADTVMSRTR1|CISCO|2621XM|PITBPA-IAR-01
PITBPADTVMSRTR2|CISCO|2621XM|PITBPA-IAR-02
PITBPADTVS1|CISCO|6509|PITBPA-VAR-02
PITBPAEL03W|JUNIPER|E320|PITBPA-VFTTP-18
PITBPAOK0CW|CISCO|12416|PITBPA-SER-02
PITBPAOK0EW|JUNIPER|ERX-1440|PITBPA-SER-03
PITBPAOK0LW-VIS|CISCO|12416|PITBPA-LCR-02-VIS
PITBPAOK0LW|CISCO|12416|PITBPA-LCR-02
PITBPAOK10W|CISCO|12416|PITBPA-LCR-04
PITBPAOK15W0117205A|CISCO|CRS-3-8 NG LCR|PITBPA-LCR-22
PITBPAOK15W0117209A|JUNIPER|MX960|PITBPAOK15W-MSR-X
PITBPAOK15W0117309A|JUNIPER|MX960|PITBPA-AER-21
PITBPAOK15W0117310A|JUNIPER|MX960|PITBPA-AER-22
PITBPAOK1EW0112121A|JUNIPER|M40E|PITBPA-AER-03
PITBPAOK1SW|CISCO|7206-VXR|PITBPA-SAA-04
PITBPAOK2EW0112123A|JUNIPER|M40E|PITBPA-AER-04
PITBPAOK2SW-IP-NCD|CISCO|7206-VXR|PITBPAOK2SW-IP-NCD
PITBPAOKVS0|CISCO|6509|PITBPA-VAR-01
PITBPASQ00W0111707A|JUNIPER|E320|PITBPA-VFTTP-43
PITDPAAS1BR|CISCO|3640|PITT2-RTR10
PITDPAAS1CR|JUNIPER|M320|PITT2-CORE-RTR1
PITDPAAS1DR|CISCO|10008|PITT2-DSL-RTR1
PITDPAAS1ER|CISCO|10008|PITT2-EDGE-RTR1
PITDPAAS1RC|CISCO|6400|PITT2-6400-1
PITDPAAS2BR|CISCO|3640|PITT2-RTR11
PITDPAAS2CR|JUNIPER|M320|PITT2-CORE-RTR2
PITDPAAS2DR|CISCO|10008|PITT2-DSL-RTR2
PITDPAAS2ER|CISCO|7513|PITT2-EDGE-RTR2
PITDPAAS2RC|CISCO|6400|PITT2-C6400-2
PITDPAAS3DR|CISCO|10008|PITT2-DSL-RTR3
PITDPAAS3ER|CISCO|7513|PITT2-EDGE-RTR3
PITDPAAS4DR|CISCO|10008|PITT2-DSL-RTR4
PITDPAAS4ER|CISCO|10008|PITT2-EDGE-RTR4
PITDPAAS5DR|CISCO|10008|PITT2-DSL-RTR5
PITDPAAS6DR|JUNIPER|ERX-1440|PITDPAAS6DR
PITDPAAS7DR|CISCO|10008|PITT2-DSL-RTR7
PITGPAAR10W01103125A|CISCO|7018|VHO11-N7KVBR01
PITGPAAR10W01103129A|CISCO|7018|VHO11-N7KVBR02
PITGPAARH010120201A|JUNIPER|MX960|PITBPA-SER-21
PITGPAARH010120203A|JUNIPER|MX960|PITBPA-SER-22
PIVLMDPK78W|JUNIPER|E320|BLTMMD-VFTTP-53
PIVLMDPKVMSESW|CISCO|2950|BLTMMD-ISW-01
PIVLMDPKVMSRTR1|CISCO|2621XM|BLTMMD-IAR-01
PIVLMDPKVMSRTR2|CISCO|2621XM|BLTMMD-IAR-02
PJSTNYPJ00W|JUNIPER|ERX-1440|NYCMNY-VFTTP-49
PJSTNYPJ01W0110117A|JUNIPER|E320|NYCMNY-VFTTP-248
PKSKNYPS01W|JUNIPER|E320|NYCMNY-VFTTP-141
PKVLMDPK03W|JUNIPER|E320|BLTMMD-VFTTP-34
PLBGNYPB05W0111215A|JUNIPER|MX960|ALBYNY-VFTTP-306
PLBONJPB00W0110521A|JUNIPER|E320|TBC-PLBONJPB00W-TID
PLFDNJPF01W|JUNIPER|E320|NWRKNJ-VFTTP-116
PLFDNJPF03W|JUNIPER|E320|NWRKNJ-VFTTP-115
PLHSPAPH05W0110410A|JUNIPER|E320|PITBPA-VFTTP-37
PLMOMACO59W|JUNIPER|E320|BSTNMA-VFTTP-78
PLMYPAPA03W|JUNIPER|E320|HRBGPA-VFTTP-14
PLSTNHMA0FW|JUNIPER|ERX-1440|CNCDNH-FTTP-06
PNNKNJPN09W0110901A|JUNIPER|E320|CMDNNJ-VFTTP-53
PNSKNJEN01W|CISCO|12416|PSKN-PER-01
PNSKNJEN1BR|CISCO|3640|PSKN-RTR10
PNSKNJEN1CR|JUNIPER|M40E|PSKN-CORE-RTR1
PNSKNJEN1DR|CISCO|10008|PSKN-DSL-RTR1
PNSKNJEN1ER|CISCO|10008|PSKN-EDGE-RTR1
PNSKNJEN1RC|CISCO|6400|PSKN-6400-1
PNSKNJEN1RR|CISCO|7206-VXR|PSKN-VPN-RR1
PNSKNJEN2BR|CISCO|3640|PSKN-RTR11
PNSKNJEN2CR|JUNIPER|M40E|PSKN-CORE-RTR2
PNSKNJEN2DR|CISCO|10008|PSKN-DSL-RTR2
PNSKNJEN2ER|CISCO|10008|PSKN-EDGE-RTR2
PNSKNJEN3DR|CISCO|10008|PSKN-DSL-RTR3
PNSKNJEN3ER|CISCO|7513|PSKN-EDGE-RTR3
PNSKNJEN4DR|CISCO|10008|PSKN-DSL-RTR4
PNSKNJEN4ER|CISCO|7513|PSKN-EDGE-RTR4
PNSKNJEN5DR|CISCO|10008|PSKN-DSL-RTR5
PNSKNJEN6DR|CISCO|10008|PSKN-DSL-RTR6
PNTNNJPN03W|JUNIPER|E320|CMDNNJ-VFTTP-38
POMNNYPO56W|JUNIPER|E320|NYCMNY-VFTTP-146
PRANVAXA02W|JUNIPER|E320|NRFLVA-VFTTP-15
PRBGPAPB00W|JUNIPER|E320|PHLAPA-VFTTP-59
PRHLMDPH03W|JUNIPER|E320|BLTMMD-VFTTP-59
PRKSPAPE03W0110716A|JUNIPER|E320|PHLAPA-VFTTP-95
PRRVNYNP03W|JUNIPER|E320|NYCMNY-VFTTP-165
PRTGWIXA02W|CISCO|2811|MDSNWI-E911-03
PRTGWIXA03W|CISCO|2811|MDSNWI-E911-04
PRVDRIBR56W|JUNIPER|E320|PRVDRI-VFTTP-12
PRVDRIOD1BR|CISCO|3640|PROV-RTR10
PRVDRIOD1CR|JUNIPER|M10BASEAC|PROV-CORE-RTR1
PRVDRIOD1DR|CISCO|10008|PROV-DSL-RTR1
PRVDRIOD1ER|CISCO|10008|PROV-EDGE-RTR1
PRVDRIOD1GR|CISCO|7513|PROV-GTE-RTR1
PRVDRIOD1QR|CISCO|7513|PROV-QWEST-RTR1
PRVDRIOD1RC|CISCO|6400|PROV-6400-1
PRVDRIOD2BR|CISCO|3640|PROV-RTR11
PRVDRIOD2CR|JUNIPER|M10BASEAC|PROV-CORE-RTR2
PRVDRIOD2DR|CISCO|10008|PROV-DSL-RTR2
PRVDRIWA05W-LCC1|CISCO|CRS-3-8 NG LCR|PRVDRI-LCR-21-LCC1
PRVDRIWA05W0335016A|CISCO|CRS-X LCR|PRVDRI-LCR-21
PRVDRIWA05W0550022A|JUNIPER|MX960|PRVDRIWA05W-MSR-X
PRVDRIWA05W0550025A|JUNIPER|MX960|PRVDRI-AER-21
PRVDRIWA05W0550026A|JUNIPER|MX960|PRVDRI-AER-22
PRVDRIWA0CW|CISCO|12416|PRVDRI-SER-02
PRVDRIWA0EW|JUNIPER|ERX-1440|PRVDRI-SER-01
PRVDRIWA0LW-VIS|CISCO|12416|PRVDRI-LCR-01-VIS
PRVDRIWA0LW|CISCO|12416|PRVDRI-LCR-01
PRVDRIWA0SW|CISCO|7206-VXR|PRVDRI-SAA-01
PRVDRIWA12W|JUNIPER|E320|PRVDRI-VFTTP-13
PRVDRIWA1LW-VIS|CISCO|12416|PRVDRI-LCR-02-VIS
PRVDRIWA1LW|CISCO|12416|PRVDRI-LCR-02
PRVDRIWA2SW -IP-NCD|CISCO|7206-VXR|PRVDRI-SAA-02
PRVDRIWA3SW -IP-NCD|CISCO|7206-VXR|PRVDRI-SAA-03
PRVDRIWA59W|JUNIPER|E320|PRVDRI-VFTTP-11
PRVDRIWA65W|JUNIPER|M40E|PRVDRI-AER-01
PRVDRIWA66W|JUNIPER|M40E|PRVDRI-AER-02
PRVDRIWA72W|JUNIPER|E320|PRVDRI-VFTTP-24
PRVDRIWAERX|JUNIPER|ERX-1440|PRVDRI-PRVDRIWA-ERXG01
PRVDRIWAG02|JUNIPER|ERX-1440|PRVDRI-PRVDRIWA-ERXG02
PRVDRIWAVMSESW|CISCO|2950|PRVDRI-ISW-01
PRVDRIWAVS0|CISCO|6509|PRVDRI-VAR-02
PSSCNJPS03W|JUNIPER|E320|NWRKNJ-VFTTP-92
PSVLNJPL06W-TID|JUNIPER|MX960|PSVLNJPL06W-MSR-X
PSVLNJPL06W0111019A|CISCO|CRS-3-8 NG LCR|ATCLNJ-LCR-21
PSVLNJPL06W0111107A|JUNIPER|MX960|ATCLNJ-AER-22
PSVLNJPL06W0111109A|JUNIPER|MX960|ATCLNJ-AER-21
PSVLNJPL06W0111113A|JUNIPER|M40E|ATCLNJ-AER-01
PSVLNJPL06W0111115A|JUNIPER|M40E|ATCLNJ-AER-02
PSVLNJPL1BR|CISCO|3640|ATC-RTR10
PSVLNJPL1CR|JUNIPER|M40E|ATC-CORE-RTR1
PSVLNJPL1DR|CISCO|10008|ATC-DSL-RTR1
PSVLNJPL1ER|CISCO|10008|ATC-EDGE-RTR1
PSVLNJPL1GR|CISCO|7507|ATC-EDGE-RTR3
PSVLNJPL1QR|CISCO|7513|ATC-EDGE-RTR2
PSVLNJPL1RC|CISCO|6400|ATC-6400-1
PSVLNJPL2BR|CISCO|3640|ATC-RTR11
PSVLNJPL2CR|JUNIPER|M40E|ATC-CORE-RTR2
PSVLNJPL3CR|JUNIPER|M40E|ATC-CORE-RTR3
PSVLNJPL4CR|JUNIPER|M40E|ATC-CORE-RTR4
PSVLNJPLERXG1|JUNIPER|ERX-1440|ATCLNJ-PSVLNJPL-ERXG01
PSVLNJPLERX|JUNIPER|ERX-1440|ATCLNJ-PSVLNJPL-ERXG01
PSVLNYPV00W|JUNIPER|E320|NYCMNY-VFTTP-129
PSVLNYPV0EW|JUNIPER|M40E|NYCMNY-AER-03
PSVLNYPV1EW|JUNIPER|M40E|NYCMNY-AER-04
PSVLNYPV56W0113600A|JUNIPER|MX960|NYCMNY-AER-23
PSVLNYPV56W0113601A|JUNIPER|MX960|NYCMNY-AER-24
PSVLPAPV05W|JUNIPER|E320|PHLAPA-VFTTP-115
PTBGVAPB01W0332209A|JUNIPER|E320|RCMDVA-VFTTP-31
PTCHNYPC00W|JUNIPER|E320|NYCMNY-VFTTP-171
PTLDMEDA1BR|CISCO|3640|PORT-RTR10
